,Path,Celebrity,Feature_Embedding
7277,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo37_1349.jpg,pins_Cristiano Ronaldo,[0.08838814 0.02581581 0.02544074 ... 0.05321691 0.         0.034818  ]
7278,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo81_1368.jpg,pins_Cristiano Ronaldo,[0.06516016 0.07778547 0.06789553 ... 0.05031595 0.         0.01404405]
7279,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo32_1346.jpg,pins_Cristiano Ronaldo,[0.04808557 0.00352569 0.01392481 ... 0.0388519  0.         0.0273778 ]
7280,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo229_1334.jpg,pins_Cristiano Ronaldo,[0.11272401 0.         0.01191213 ... 0.01998354 0.00116708 0.01188142]
7281,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo236_1336.jpg,pins_Cristiano Ronaldo,[0.17382014 0.01530153 0.03390741 ... 0.06236099 0.00214376 0.01880675]
7282,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo3_1345.jpg,pins_Cristiano Ronaldo,[0.30025136 0.01302171 0.01788459 ... 0.0615716  0.01107051 0.02402638]
7283,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo50_1354.jpg,pins_Cristiano Ronaldo,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
7284,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo213_1329.jpg,pins_Cristiano Ronaldo,[0.315353   0.0052023  0.02638506 ... 0.18217328 0.0015414  0.03625331]
7285,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo238_1337.jpg,pins_Cristiano Ronaldo,[0.32493156 0.10034765 0.01281933 ... 0.03931991 0.02446865 0.00484419]
7286,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo98_1375.jpg,pins_Cristiano Ronaldo,[0.1384492  0.03137193 0.04971547 ... 0.09487922 0.00327778 0.02353257]
7287,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo68_1361.jpg,pins_Cristiano Ronaldo,[0.09535041 0.02032184 0.02671503 ... 0.06230997 0.00057052 0.04576599]
7288,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo186_1315.jpg,pins_Cristiano Ronaldo,[0.02654441 0.03410633 0.01368796 ... 0.07263696 0.         0.02033834]
7289,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo208_1325.jpg,pins_Cristiano Ronaldo,[0.2116825  0.00337003 0.03371945 ... 0.06384954 0.00162564 0.01468779]
7290,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo112_1281.jpg,pins_Cristiano Ronaldo,[0.04718698 0.         0.         ... 0.01257274 0.00288667 0.01294001]
7291,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo157_1300.jpg,pins_Cristiano Ronaldo,[0.0592968  0.00248033 0.01278895 ... 0.04982584 0.00013115 0.04121578]
7292,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo77_1364.jpg,pins_Cristiano Ronaldo,[0.45765826 0.00437187 0.03773255 ... 0.22927886 0.         0.01257675]
7293,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo39_1350.jpg,pins_Cristiano Ronaldo,[0.30162558 0.00203953 0.02775681 ... 0.07012769 0.00147223 0.01291347]
7294,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo162_1302.jpg,pins_Cristiano Ronaldo,[0.2874117  0.03906715 0.03417964 ... 0.07904352 0.03429418 0.00994912]
7295,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo218_1331.jpg,pins_Cristiano Ronaldo,[0.00893422 0.         0.06241945 ... 0.         0.         0.00392363]
7296,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo75_1363.jpg,pins_Cristiano Ronaldo,[0.10117003 0.05962839 0.07538853 ... 0.06116641 0.         0.01751684]
7297,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo40_1351.jpg,pins_Cristiano Ronaldo,[0.03080569 0.009636   0.01184728 ... 0.0215128  0.         0.01257608]
7298,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo14_1293.jpg,pins_Cristiano Ronaldo,[0.30505666 0.03702676 0.02046701 ... 0.03436777 0.01772588 0.00956022]
7299,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo209_1326.jpg,pins_Cristiano Ronaldo,[0.06184238 0.05475532 0.05544704 ... 0.039788   0.         0.02418272]
7300,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo182_1313.jpg,pins_Cristiano Ronaldo,[0.49358186 0.00669378 0.05356505 ... 0.10146975 0.00417792 0.01535907]
7301,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo236_1335.jpg,pins_Cristiano Ronaldo,"[1.4810580e-01 2.4818698e-02 3.5534009e-02 ... 7.3281117e-02 4.8710375e-05
 2.9483201e-02]"
7302,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo12_1285.jpg,pins_Cristiano Ronaldo,[0.31397897 0.0262398  0.02665393 ... 0.05259586 0.01225512 0.0154302 ]
7303,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo97_1374.jpg,pins_Cristiano Ronaldo,[0.23673089 0.02011697 0.01401534 ... 0.02987723 0.00280918 0.00997085]
7304,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo42_1352.jpg,pins_Cristiano Ronaldo,[0.25170836 0.01461756 0.03499789 ... 0.08610781 0.02233167 0.01064563]
7305,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo168_1306.jpg,pins_Cristiano Ronaldo,[0.07338661 0.00811075 0.01336242 ... 0.04570584 0.         0.03798215]
7306,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo170_1307.jpg,pins_Cristiano Ronaldo,[0.12918198 0.01426032 0.04475455 ... 0.09894636 0.         0.04470275]
7307,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo187_1316.jpg,pins_Cristiano Ronaldo,[0.04166098 0.03896177 0.04064989 ... 0.04343147 0.         0.02682359]
7308,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo249_1341.jpg,pins_Cristiano Ronaldo,[0.29969716 0.02544742 0.00506066 ... 0.05309942 0.08023109 0.0126076 ]
7309,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo9_1371.jpg,pins_Cristiano Ronaldo,[0.08455826 0.02705086 0.0206384  ... 0.09550397 0.         0.04657506]
7310,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo246_1340.jpg,pins_Cristiano Ronaldo,[0.00100832 0.         0.00022706 ... 0.02598067 0.         0.02057887]
7311,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo52_1355.jpg,pins_Cristiano Ronaldo,[0.6283769  0.00317679 0.07397421 ... 0.14208409 0.00071783 0.01399263]
7312,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo167_1305.jpg,pins_Cristiano Ronaldo,[0.16112252 0.02776349 0.03710487 ... 0.08789907 0.00283229 0.02983427]
7313,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo64_1359.jpg,pins_Cristiano Ronaldo,[0.15532105 0.02770092 0.04732595 ... 0.09446313 0.0034211  0.02479132]
7314,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo26_1342.jpg,pins_Cristiano Ronaldo,[0.03716865 0.00126305 0.00969662 ... 0.02364835 0.         0.02122479]
7315,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo18_1311.jpg,pins_Cristiano Ronaldo,[0.0809173  0.01030633 0.01501801 ... 0.05111149 0.         0.04575371]
7316,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo21_1327.jpg,pins_Cristiano Ronaldo,[0.03751221 0.00267017 0.01225069 ... 0.00248866 0.         0.00463963]
7317,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo187_1317.jpg,pins_Cristiano Ronaldo,[0.05105963 0.03189413 0.03265896 ... 0.05055702 0.         0.02827519]
7318,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo203_1322.jpg,pins_Cristiano Ronaldo,[0.20420133 0.02877475 0.07968302 ... 0.03410362 0.0254672  0.01370774]
7319,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo47_1353.jpg,pins_Cristiano Ronaldo,[0.2844417  0.00488782 0.02515015 ... 0.07008964 0.00333811 0.01692397]
7320,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo61_1358.jpg,pins_Cristiano Ronaldo,[0.31033367 0.02620302 0.01800585 ... 0.03876196 0.0095245  0.01875599]
7321,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo19_1320.jpg,pins_Cristiano Ronaldo,"[3.4008661e-01 5.9180602e-04 3.4812313e-02 ... 8.7165765e-02 2.5364422e-04
 1.4438056e-02]"
7322,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo205_1324.jpg,pins_Cristiano Ronaldo,[0.10983051 0.25462025 0.02610314 ... 0.09915912 0.03714526 0.01617417]
7323,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo74_1362.jpg,pins_Cristiano Ronaldo,[0.447972   0.02390386 0.08229049 ... 0.06866311 0.01106436 0.01934238]
7324,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo146_1296.jpg,pins_Cristiano Ronaldo,[0.12039759 0.06071032 0.06299464 ... 0.09147234 0.01514785 0.02391104]
7325,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo79_1366.jpg,pins_Cristiano Ronaldo,[0.2995664  0.02197205 0.03183882 ... 0.06629549 0.02405905 0.01074655]
7326,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo67_1360.jpg,pins_Cristiano Ronaldo,[0.10772128 0.02659338 0.02678876 ... 0.04796839 0.01186228 0.01955292]
7327,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo78_1365.jpg,pins_Cristiano Ronaldo,[0.14534043 0.01274339 0.01980134 ... 0.04727848 0.00202825 0.03487634]
7328,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo242_1338.jpg,pins_Cristiano Ronaldo,[0.0600073  0.01030129 0.01565141 ... 0.04682968 0.         0.03553491]
7329,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo129_1287.jpg,pins_Cristiano Ronaldo,[0.08117533 0.01300443 0.01852405 ... 0.03121956 0.00032204 0.02196981]
7330,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo148_1298.jpg,pins_Cristiano Ronaldo,[0.22181761 0.00839681 0.03373222 ... 0.11685602 0.00444993 0.02202991]
7331,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo166_1304.jpg,pins_Cristiano Ronaldo,[0.06155491 0.10176859 0.05208497 ... 0.06714791 0.00159681 0.00959657]
7332,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo95_1373.jpg,pins_Cristiano Ronaldo,[0.01492764 0.00124246 0.00967938 ... 0.02026125 0.         0.01732931]
7333,/content/105_classes_pins_dataset/pins_Cristiano Ronaldo/Cristiano Ronaldo28_1343.jpg,pins_Cristiano Ronaldo,[0.22342771 0.09241355 0.03080974 ... 0.08415689 0.00332706 0.02539847]
7334,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart133_2734.jpg,pins_Lili Reinhart,[0.36456138 0.00975086 0.03368875 ... 0.16814466 0.         0.02155492]
7335,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart154_2752.jpg,pins_Lili Reinhart,[0.08192126 0.03690615 0.02972664 ... 0.02918866 0.00462684 0.02542857]
7336,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart210_2788.jpg,pins_Lili Reinhart,[0.07491446 0.         0.01554147 ... 0.01733493 0.         0.04649771]
7337,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart246_2808.jpg,pins_Lili Reinhart,[0.27444327 0.09563003 0.00681202 ... 0.00757703 0.02387239 0.00730104]
7338,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart165_2759.jpg,pins_Lili Reinhart,[0.20182863 0.0712417  0.00531916 ... 0.00332712 0.01503275 0.01056234]
7339,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart248_2810.jpg,pins_Lili Reinhart,[0.04642294 0.00665458 0.01553014 ... 0.03215507 0.         0.0201919 ]
7340,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart105_2719.jpg,pins_Lili Reinhart,[0.35476226 0.01860928 0.0177467  ... 0.07443278 0.04455706 0.01400404]
7341,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart201_2779.jpg,pins_Lili Reinhart,"[1.1371511e-01 8.7577420e-05 0.0000000e+00 ... 5.3611387e-02 2.5414124e-02
 1.0455466e-02]"
7342,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart190_2771.jpg,pins_Lili Reinhart,[0.04700049 0.         0.00928989 ... 0.02618585 0.         0.02450891]
7343,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart205_2784.jpg,pins_Lili Reinhart,[0.3973019  0.02566184 0.02146057 ... 0.09024346 0.08351456 0.00911283]
7344,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart99_2863.jpg,pins_Lili Reinhart,[0.11963447 0.02909972 0.01452392 ... 0.08215196 0.00226499 0.0102183 ]
7345,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart25_2811.jpg,pins_Lili Reinhart,[0.34268585 0.00195836 0.02756239 ... 0.07929185 0.00429607 0.01761337]
7346,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart215_2793.jpg,pins_Lili Reinhart,[0.15142177 0.02252127 0.05013397 ... 0.16322598 0.01646514 0.01325349]
7347,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart4_2820.jpg,pins_Lili Reinhart,[0.39761183 0.01127022 0.02096841 ... 0.10015228 0.02951712 0.01417441]
7348,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart204_2781.jpg,pins_Lili Reinhart,[0.06176957 0.03717999 0.05184865 ... 0.0274902  0.00557638 0.01004047]
7349,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart222_2796.jpg,pins_Lili Reinhart,"[6.5364635e-01 3.0479438e-03 7.7365279e-02 ... 1.1566929e-01 3.6412053e-04
 1.0716652e-02]"
7350,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart19_2770.jpg,pins_Lili Reinhart,[0.00864689 0.         0.         ... 0.04398701 0.         0.01332142]
7351,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart97_2861.jpg,pins_Lili Reinhart,[0.07366465 0.00651486 0.0135071  ... 0.04215777 0.         0.03406671]
7352,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart146_2744.jpg,pins_Lili Reinhart,[0.04925918 0.01007973 0.01305151 ... 0.03621904 0.         0.0196715 ]
7353,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart137_2737.jpg,pins_Lili Reinhart,[0.07245412 0.03317239 0.01602689 ... 0.03618124 0.00162652 0.0317429 ]
7354,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart110_2723.jpg,pins_Lili Reinhart,[0.32243872 0.02203358 0.01896428 ... 0.0483663  0.01015557 0.01917929]
7355,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart33_2816.jpg,pins_Lili Reinhart,[0.0538875  0.01544843 0.02128823 ... 0.04184018 0.         0.02661516]
7356,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart217_2794.jpg,pins_Lili Reinhart,[0.04181151 0.01448619 0.01041999 ... 0.02716473 0.         0.02034236]
7357,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart241_2806.jpg,pins_Lili Reinhart,[0.02126589 0.00352265 0.06718466 ... 0.         0.         0.        ]
7358,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart112_2724.jpg,pins_Lili Reinhart,[0.36620817 0.02333822 0.07531861 ... 0.07460148 0.02493669 0.01803907]
7359,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart113_2725.jpg,pins_Lili Reinhart,[0.20268644 0.01080259 0.01229599 ... 0.03809952 0.01112227 0.00701198]
7360,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart26_2812.jpg,pins_Lili Reinhart,[0.07284579 0.0166366  0.01955116 ... 0.06888599 0.         0.05827581]
7361,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart55_2829.jpg,pins_Lili Reinhart,[0.06896667 0.00974246 0.01646823 ... 0.04075694 0.         0.02503341]
7362,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart15_2746.jpg,pins_Lili Reinhart,[0.08479007 0.02442659 0.01466761 ... 0.04146123 0.00445761 0.03580711]
7363,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart91_2858.jpg,pins_Lili Reinhart,[0.0722317  0.00670981 0.01179553 ... 0.05712075 0.         0.02886453]
7364,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart224_2797.jpg,pins_Lili Reinhart,[0.32367894 0.10106722 0.01526626 ... 0.03599653 0.01752676 0.00433464]
7365,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart141_2740.jpg,pins_Lili Reinhart,[0.24110192 0.0023917  0.         ... 0.10464364 0.09043398 0.00987982]
7366,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart79_2848.jpg,pins_Lili Reinhart,[0.29241222 0.01112972 0.03307388 ... 0.06333499 0.01098653 0.0069925 ]
7367,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart95_2860.jpg,pins_Lili Reinhart,[0.07738865 0.03292234 0.02897962 ... 0.02737107 0.00285024 0.02002516]
7368,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart13_2733.jpg,pins_Lili Reinhart,"[4.3788761e-01 1.5549666e-03 5.7814937e-02 ... 1.3451189e-01 1.9531407e-04
 1.8951353e-02]"
7369,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart169_2761.jpg,pins_Lili Reinhart,[0.20701087 0.00029391 0.0025395  ... 0.08932871 0.07373939 0.01361521]
7370,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart179_2764.jpg,pins_Lili Reinhart,[0.2854856  0.11407541 0.00888828 ... 0.0345337  0.01669532 0.00667644]
7371,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart7_2840.jpg,pins_Lili Reinhart,[0.09257717 0.04247404 0.06286845 ... 0.02891946 0.0008467  0.01346201]
7372,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart29_2814.jpg,pins_Lili Reinhart,[0.29424378 0.02500787 0.03504561 ... 0.1773224  0.00336965 0.04921388]
7373,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart140_2739.jpg,pins_Lili Reinhart,[0.05424123 0.02733359 0.01978455 ... 0.03565123 0.00227509 0.02931261]
7374,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart90_2857.jpg,pins_Lili Reinhart,[0.03608143 0.0010339  0.00911818 ... 0.02308892 0.         0.01860457]
7375,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart69_2839.jpg,pins_Lili Reinhart,[0.07842287 0.03787834 0.02760042 ... 0.03920978 0.00437433 0.02473303]
7376,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart68_2838.jpg,pins_Lili Reinhart,[0.05949963 0.         0.00537659 ... 0.06782147 0.         0.02623746]
7377,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart94_2859.jpg,pins_Lili Reinhart,[0.10974416 0.02140206 0.01627806 ... 0.05477121 0.00021651 0.05277288]
7378,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart102_2718.jpg,pins_Lili Reinhart,[0.25392804 0.03089632 0.04140672 ... 0.07108264 0.02493344 0.01181599]
7379,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart57_2831.jpg,pins_Lili Reinhart,[0.31115133 0.00637752 0.03595339 ... 0.10766882 0.         0.01153918]
7380,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart159_2756.jpg,pins_Lili Reinhart,[0.08356981 0.04098013 0.02726838 ... 0.14293058 0.00197256 0.05789928]
7381,/content/105_classes_pins_dataset/pins_Lili Reinhart/Lili Reinhart47_2825.jpg,pins_Lili Reinhart,[0.13246992 0.         0.01070466 ... 0.01896606 0.00254689 0.01483512]
